PO ZB327 - Remaining to procure from publishers (3265 ISBNs),,,,,,,,,,,,,,,,,,,,,,,
Not available/profitable on Amazon. Publisher names recovered from Amazon scrape & merged across variants. Sorted biggest publisher first.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
#,ISBN,Title,PO Price (USD),REMARKS,,,,,,,,Merged Publisher,,,,,,,,,,,Group #books
2710,9798277834442,"Google Cloud BigQuery Zero to Mastery: A Complete Hands-On Guide for Data Analysts, Data Scientists, and Data Engineers to Build Analytics, ML Pipelines, and Enterprise Data Solutions on GCP",$40.44,,,,,,,,,(unknown),,,,,,,,,,,
2441,9781464813795,World Development Report 2018: Learning to Realize Education's Promise (Russian Edition),$40.00,,https://www.amazon.com/dp/1464813795?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,World Bank Publications,,,,,,,,,,,1
1855,9788410815124,Regreso al futuro. Usos políticos y sociales del patrimonio cultural inmaterial como activo emocional y turístico. Panorama castellanomanchego (Plural),$40.00,,https://www.abebooks.com/Regreso-futuro-usos-pol%C3%ADticos-sociales-patrimonio/32458015459/bd,,,,,,,Tirant Humanidades,,,,,,,,,,,2
199,9798340864536,Elevating Fluency: Book 4 Silent e Soft c and g (First Grade Reading Fluency),$39.24,,https://www.amazon.com/dp/B0DJY3GHVL?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
201,9798341068988,"Elevating Fluency: R-Controlled Vowels, Diphthongs, Variant Vowels, and Silent Letters (First Grade Reading Fluency)",$39.24,,https://www.amazon.com/dp/B0DJQJDFSL?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
200,9798340964618,Elevating Fluency: Book 5 Vowel Teams (First Grade Reading Fluency),$39.24,,https://www.amazon.com/dp/B0DJJLLLMW?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
2868,9788119497744,Modern Business Economics - Useful for UGC : NET/JRF/SET and Civil Services,$39.24,,https://www.abebooks.com/Modern-Business-Economics-Useful-UGC-NET/31967546890/bd,,,,,,,(unknown),,,,,,,,,,,
2044,9788419408730,CON ELLOS COMO ELLOS: Historias de mujeres y niños en fuga,$39.24,,https://www.abebooks.co.uk/Giudetti-Gennaro-Editorial-Paulinas/32454050459/bd,,,,,,,Editorial Paulinas,,,,,,,,,,,1
196,9798339592273,Elevating Fluency : Book 1 Short Vowels (First Grade Reading Fluency),$39.24,,,,,,,,,Independently Published,,,,,,,,,,,145
197,9798340753885,Elevating Fluency: Book 2 Consonant Blends (First Grade Reading Fluency),$39.24,,,,,,,,,Independently Published,,,,,,,,,,,145
198,9798340765512,Elevating Fluency: Book 3 Consonant Digraphs (First Grade Reading Fluency),$39.24,,,,,,,,,Independently Published,,,,,,,,,,,145
2191,9789996088391,Rhythms of thought: Volume 1: Contemporary Malawian Writing and Art,$39.24,,,,,,,,,Mlembi Press,,,,,,,,,,,1
2856,9798304571432,Mastering TypeScript and Zod: A Guide to Type-Safe Programming and Validation for Next-Level Application Design (Mastering Modern Web Development 2024/2025),$39.24,,,,,,,,,(unknown),,,,,,,,,,,
2134,9780763754563,Essential EMS Protocols CD-ROM: .,$39.00,,,,,,,,,"Jones and Bartlett Publishers, Inc",,,,,,,,,,,1
2119,9783368346508,The Philosophy of Style: in large print,$38.00,,https://www.amazon.com/Philosophy-Style-Classic-Books/dp/B0FKNCJHQS/ref=tmm_pap_swatch_0,,,,,,,Isha Books,,,,,,,,,,,1
418,9783382721022,Rapport du comite special sur la colonisation (French Edition),$38.00,,https://www.amazon.co.uk/Rapport-comite-special-sur-colonisation/dp/3382721023,,,,,,,Anatiposi Verlag,,,,,,,,,,,72
664,9783368008925,Rinaldo ardito (Italian Edition),$38.00,,https://www.abebooks.com/Rinaldo-ardito-Italian-Edition-Ariosto-Lodovico/32482881700/bd,,,,,,,Outlook Verlag,,,,,,,,,,,38
1458,9783382016722,Das Allgemeine Linguistische Alphabet (German Edition),$38.00,,https://www.abebooks.com/allgemeine-linguistische-Alphabet-Richard-Lepsius-MV-Socialscience/31700124257/bd,,,,,,,Antigonos Verlag,,,,,,,,,,,6
672,9783368779160,"The Report of and Testimony Taken Before the Joint Committee of the Senate and House of Delegates of Maryland, to Which was Referred the Memorials of John B. Morris, Reverdy Johnson and Others",$38.00,,https://www.abebooks.co.uk/Report-Testimony-Taken-Before-Joint-Committee/32308010140/bd,,,,,,,Outlook Verlag,,,,,,,,,,,38
380,9783382142247,A Lecture Introductory to the Course of Lectures,$38.00,,https://www.abebooks.co.uk/Century-Medicine-Chemistry-Lecture-Introductory-Course/31176459792/bd,,,,,,,Anatiposi Verlag,,,,,,,,,,,72
439,9783382136987,The Impromptu Speaker,$38.00,,,,,,,,,Anatiposi Verlag,,,,,,,,,,,72
449,9783382035242,Washington (German Edition),$38.00,,,,,,,,,Anatiposi Verlag,,,,,,,,,,,72
660,9783368055738,Reflexiones sobre algunos artículos del Título II del Código Penal: Tesis presentada al concurso para la oposición de profesor adjunto a la cátedra de ... a la cátedra de medici (Spanish Edition),$38.00,,,,,,,,,Outlook Verlag,,,,,,,,,,,38
2708,9798344129068,"Golang Pro Whisperer: Code Smarter, Build Faster",$37.92,,,,,,,,,(unknown),,,,,,,,,,,
2855,9798241043016,"Mastering STM32 and LibOpenCM3: Step-by-Step Guide to Embedded Programming, Firmware Development, and Real-World STM32 Projects with LibOpenCM3",$37.92,,,,,,,,,(unknown),,,,,,,,,,,
1990,9780443119484,"The Developing Human, International Edition: The Developing Human, International Edition",$37.09,,,,,,,,,Churchill Livingstone,,,,,,,,,,,1
2002,9781782051602,"Britain’s Algeria, France’s Ireland: The War, the ""Troubles"" and the Faltering Liberal Voice",$37.00,,https://www.flipkart.com/hi/britain-s-algeria-france-s-ireland/p/itmf7y96fhn7bhzy,,,,,,,Cork University Press,,,,,,,,,,,1
2385,9788412193633,"Orfandad De Orfeo, La",$36.72,,https://www.abebooks.co.uk/ORFANDAD-ORFEO-RIVERO-TARAVILLO-ANTONIO-ASOCIACION/30763917510/bd,,,,,,,Themata,,,,,,,,,,,1
2152,9788412276176,Ser mujer: Un rescate necesario,$36.72,,https://www.abebooks.co.uk/9788412276176/Mujer-Send%C3%B3n-Le%C3%B3n-Victoria-8412276175/plp,,,,,,,LABRYS EDITORIAL,,,,,,,,,,,1
1867,9798231110605,Organized Crime Sinaloa Cartel,$36.72,,,,,,,,,Worldwide True Crime Reports,,,,,,,,,,,2
2175,9786144295380,Eighty Years Awaiting Death,$36.72,,,,,,,,,Madarek Company for Publishing and Distribution,,,,,,,,,,,1
2496,9798275852059,"ASP.NET Core Minimal APIs for Beginners and Professionals: Build ultra-fast, lightweight RESTful Microservices with .NET 10, C# 14, and essential modern architectural patterns.",$36.72,,,,,,,,,(unknown),,,,,,,,,,,
1734,9781071960196,"Integrated Literacy for Experienced Multilinguals, Grades 4-12",$36.00,,,,,,,,,Corwin,,,,,,,,,,,2
2835,9783200305205,MICHAEL MORPURGO 20 BOOK COLLECTION: 2014 [Paperback] by MICHAEL MORPURGO,$36.00,,,,,,,,,(unknown),,,,,,,,,,,
1426,9798233450730,મહોરાંની આરપાર જિંદગી (Gujarati Edition),$35.40,,,,,,,,,Nirmohi Publication,,,,,,,,,,,7
1866,9798232423193,Niels Hogel (True Crime Serial Killers),$35.40,,,,,,,,,Worldwide True Crime Reports,,,,,,,,,,,2
2965,9789587715552,Principios de desarrollo económico,$35.40,,,,,,,,,(unknown),,,,,,,,,,,
3151,9798302934772,The Pragmatic TypeScript Programmer: Reshaping Modern JavaScript,$35.40,,,,,,,,,(unknown),,,,,,,,,,,
2359,9781582558011,MYOLOGY AND KINESIOLOGY FOR MASSAGE THERAPISTS: . (LWW Massage Therapy & Bodywork Educational Series),$35.32,,,,,,,,,"Springhouse Publishing Co ,U.S.",,,,,,,,,,,1
2291,9783701718177,Muttersuchen,$35.00,,https://www.abebooks.co.uk/Muttersuchen-Henisch-Peter-Residenz-Verlag/32466055950/bd,,,,,,,Residenz Verlag,,,,,,,,,,,1
417,9783382035143,Preußen an der Nordsee (German Edition),$35.00,,,,,,,,,Anatiposi Verlag,,,,,,,,,,,72
2425,9781936651290,Why People Commit Crime: A Theoretical Journey,$35.00,,,,,,,,,Weston Publishing LLC,,,,,,,,,,,1
3076,9780536659750,Symbiosis,$35.00,,,,,,,,,(unknown),,,,,,,,,,,
300,9798329445640,fierce and tender animal: animal fiero y tierno (Puerto Rican Literature in Translation),$34.20,,https://www.amazon.com/dp/B0DQ4ZM4KN?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
241,9798342803847,Mexican Bolt Action Rifles: 1897 - 1965 (Mexican military firearms),$34.20,,,,,,,,,Independently Published,,,,,,,,,,,145
278,9798242655812,The Fly,$34.20,,,,,,,,,Independently Published,,,,,,,,,,,145
1613,9788411239790,María de Magdala: Cuando al poder le estorba la historia (Spanish Edition),$34.20,,,,,,,,,Bod - Books on Demand,,,,,,,,,,,3
2941,9798271804137,"PRÉPARATION DALF C1 - 10 SIMULATIONS: COMPRÉHENSION ÉCRITE, PRODUCTION ÉCRITE ET PRODUCTION ORALE (DELF - DALF) (French Edition)",$34.20,,,,,,,,,(unknown),,,,,,,,,,,
2249,9781499457315,Zoologist (Exciting Outdoor Careers),$34.00,,,,,,,,,Powerkids Pr,,,,,,,,,,,1
1912,9788418943188,"Guía esencial del renacimiento psicodélico: Todo lo que necesita saber sobre cómo la psilocibina, MDMA, ketamina, ayahuasca y LSD están revolucionando la salud mental y cambiando vidas.",$33.00,,https://www.iberlibro.com/Gu%C3%ADa-esencial-renacimiento-psicod%C3%A9lico-Ant%C3%B3n-G%C3%B3mez-Escolar/32499421794/bd,,,,,,,ArgoNowta,,,,,,,,,,,1
1927,9781733635448,"The Pirate Disposition: Autonomy, Violence, & Counter-Institutional Order in Maritime History",$33.00,,,,,,,,,Atomic Publications,,,,,,,,,,,1
2998,9788409657049,Rndete,$32.88,,https://www.casadellibro.com/libro-rindete/9788409657049/16666252?srsltid=AfmBOopBx6unKUSlNmBcFnUbLE7mLGTAQt3vHv--hxNDd1JVx78B9H5C,,,,,,,(unknown),,,,,,,,,,,
245,9798314045039,"New Gods, New Masters: Envisioning A Post-Liberal Society",$32.88,,https://www.amazon.com/dp/B0FXNKZ3F7?lv=shuf&language=zh_TW&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
243,9798298307567,Musician’s Guide to Math for Python: Practical Programming for Music and Audio,$32.88,,https://www.amazon.co.uk/Musicians-Guide-Math-Python-Programming/dp/B0FMP7DYP8?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,,,,,,,Independently Published,,,,,,,,,,,145
2153,9788409462117,"UGALTARRIAK, EL LENGUAJE DE LAS PIEDRAS",$32.88,,https://www.agapea.com/Naiara-Ardanaz-Inarga/Ugaltarriak-el-lenguaje-de-las-piedras-9788409462117-i.htm?srsltid=AfmBOopxIcDmKw_G3yxC4vhgw6Iiqp0BmVghBg4i-b-YSB55wQL5YNKk,,,,,,,LAMIÑARRA,,,,,,,,,,,1
2515,9789390647224,Analytical Procedures in Soil Science and Agricultural Chemistry 2nd edn.,$32.88,,https://agrotechbooks.com/product/analytical-procedures-in-soil-science-and-agricultural-chemistry/,,,,,,,(unknown),,,,,,,,,,,
1132,9788418641244,MATEMATICAS RE-CREATIVAS N.§ 0.2,$32.88,,,,,,,,,"Atlantic Publishers and Distributors (P) Ltd., 7/22, Ansari Road, Darya Ganj, New Delhi - 110002 INDIA, Email – customercare@atlanticbooks.com, Ph – 011-47320500",,,,,,,,,,,15
2598,9798268100075,"Composable Infrastructure Abstractions with Crossplane: Platform APIs, Multi-Cloud Management, Security, Drift Detection, and Real-World Patterns",$32.88,,,,,,,,,(unknown),,,,,,,,,,,
2601,9788485209590,Comunismo de la salud,$32.88,,,,,,,,,(unknown),,,,,,,,,,,
2666,9789394317529,Empowerment of Women Through Entrepreneurship - As Per NEP Syllabus and for UGC NET/SLET (JRF & LS) Other Competitive Examination : Useful for IKS Courses,$32.88,,,,,,,,,(unknown),,,,,,,,,,,
2869,9789394317505,"Modern Entrepreneurship and Small Business Management - Skills and Research : as Per NEP Syllabus and for UGC NET/SLET (JRF & LS), Other Competitive Examination, Useful for IKS Courses",$32.88,,,,,,,,,(unknown),,,,,,,,,,,
265,9781970852394,"Super Eagles: Nigeria's Flair, Talent, and Turbulence (Football Nations: Stories of Glory and Strife)",$32.00,,,,,,,,,Independently Published,,,,,,,,,,,145
1507,9780749427443,I Hate Giving Presentations: Your Essential Confidence Booster (Self-Study Workbooks Series),$31.68,,https://www.delhibookstore.com/shop/6969f80627d864087a3072ca?categoryName=BUSINESS+%26+ECONOMICS&subCategoryName=SKILLS&title=I+Hate+Giving+Presentations&category=696a1660719ad6fdd2826d20&subCategory=6970685ebd3b0bac84e36cf5,,,,,,,Kogan Page India Private Limited,,,,,,,,,,,5
291,9798241581815,"Trigonometrie Meistern: Theorie, Progressive Übungen und Detaillierte Lösungen (German Edition)",$31.68,,https://www.amazon.com/dp/B0GD1SR6F5?lv=shuf&language=es&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
244,9798273430525,Nanosecond C++: Mastering Low-Latency Patterns for High-Frequency Trading,$31.68,,https://www.amazon.com/dp/B0G1BTH3L3?lv=shuf&language=he&channelId=500&plpRedirect=mhFallback,,,,,,,Independently Published,,,,,,,,,,,145
2047,9783964037695,Die 2. SS-Panzerdivision „Das Reich“: Entstehung-Einsatz-Bilanz (Deutsche Truppen) (German Edition),$31.68,,https://www.amazon.com/Die-SS-Panzerdivision-Das-Reich-Entstehung-Einsatz-Bilanz/dp/3964037680/ref=tmm_pap_swatch_0,,,,,,,EK-2 Publishing,,,,,,,,,,,1
219,9798279410651,L'eterno ritorno dell'incertezza (Italian Edition),$31.68,,,,,,,,,Independently Published,,,,,,,,,,,145
2042,9788498528671,MARAVILLA FATAL,$31.68,,,,,,,,,EDITORA REGIONAL DE EXTREMADURA,,,,,,,,,,,1
2716,9788411941082,Grupos de empresas y holdings: Guía para pymes sobre las principales cuestiones tributarias y mercantiles en torno al holding y sus implicaciones (Spanish Edition),$31.68,,,,,,,,,(unknown),,,,,,,,,,,
2332,9781947660533,25 Texas Heroes,$31.00,,https://www.amazon.com/dp/1947660535?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Shotwell Publishing LLC,,,,,,,,,,,1
2324,9783903583221,Im Namen der Republik: Wie Richter und Vereine das Asylwesen aushebeln,$31.00,,https://www.abebooks.co.uk/Namen-Republik-Richter-Vereine-Asylwesen-aushebeln/32507158708/bd,,,,,,,Seifert-Verlag,,,,,,,,,,,1
2268,9788609007484,Grof Sava Vladislavic (Serbian Edition),$30.36,,https://www.amazon.com/dp/8609007480?lv=shuf&language=es&channelId=500&plpRedirect=mhFallback,,,,,,,Rad,,,,,,,,,,,1
156,9798319045683,"""Die Illusion der Freiheit"". (German Edition)",$30.36,,,,,,,,,Independently Published,,,,,,,,,,,145
185,9798289949677,"Chesapeake Oyster Wars: Guns, Tongs, and the Battle for the Winter Bay (Chesapeake Unwritten)",$30.36,,,,,,,,,Independently Published,,,,,,,,,,,145
365,9798233899188,The Quiet Pulse: Dr. Marie Maynard Daly,$30.36,,,,,,,,,Michael Webster,,,,,,,,,,,78
1303,9798233848865,Eternal Amanda Lear,$30.36,,,,,,,,,Cosmo Edition,,,,,,,,,,,11
1736,9798231145706,"Amanda Lear, Quella che non esisteva (Italian Edition)",$30.36,,,,,,,,,Cosmo Edizione,,,,,,,,,,,2
2046,9788447225293,Ser hombre: Las masculinidades en la España del siglo XIX,$30.36,,,,,,,,,Editorial Universidad de Sevilla-Secretariado de Publicaciones,,,,,,,,,,,1
2158,9788412466898,ORFEO EL FULGOR Y LA NADA,$30.36,,,,,,,,,LIBROS DEL AIRE,,,,,,,,,,,1
2193,9798231732852,Les gens de la ville (French Edition),$30.36,,,,,,,,,Mr-Roy,,,,,,,,,,,1
2994,9798241205384,Rheumatology Medical Terminology Guide (English & Spanish),$30.36,,,,,,,,,(unknown),,,,,,,,,,,
3094,9798294486938,THE TRUE STORY OF THE IDAHO COLLEGE MURDERS,$30.36,,,,,,,,,(unknown),,,,,,,,,,,
174,9789918629961,America's Team: The Untold Legacy of the Dallas Cowboys,$29.16,,,,,,,,,Independently Published,,,,,,,,,,,145
308,9798233455230,Medicine of the Umonhon: Dr. Susan La Flesche Picotte,$29.16,,,,,,,,,Michael Webster,,,,,,,,,,,78
309,9798224415861,Metamorphosis of the Eye: Maria Sibylla Merian,$29.16,,,,,,,,,Michael Webster,,,,,,,,,,,78
334,9798233121845,The Eternal Voyager: Olaudah Equiano,$29.16,,,,,,,,,Michael Webster,,,,,,,,,,,78
342,9798233241185,The Human Element: Lise Meitner,$29.16,,,,,,,,,Michael Webster,,,,,,,,,,,78
343,9798233885006,The Invisible Shield: Dr. Maurice Hilleman,$29.16,,,,,,,,,Michael Webster,,,,,,,,,,,78
346,9798232186555,The Lab in the Basement: Dr. Percy Julian,$29.16,,,,,,,,,Michael Webster,,,,,,,,,,,78
1640,9784824109682,Conspiracy (The Fourth Age Shadow Wars),$29.16,,,,,,,,,Next Chapter,,,,,,,,,,,3
2147,9783866325777,Lernwerkstatt Das Leben in einer mittelalterlichen Stadt,$29.16,,,,,,,,,Kohl Verlag,,,,,,,,,,,1
2628,9798272371850,"Deadwood: Ambition, Anarchy, and Alchemy in the Black Hills Gold Rush: A Story of Broken Treaties, Frontier Justice, and American Mythology in the West's Wildest Boomtown",$29.16,,,,,,,,,(unknown),,,,,,,,,,,
2871,9798273864528,"Monaco: Where Legends Are Measured: The Complete History of Formula 1's Most Dangerous Grand Prix—95 Years of Glory, Tragedy, and Monte Carlo's Unforgiving Legacy",$29.16,,,,,,,,,(unknown),,,,,,,,,,,
3141,9798224880546,The Master Strategist: Bayard Rustin,$29.16,,,,,,,,,(unknown),,,,,,,,,,,
2442,9781941919088,Mary's Healthy Vegan Kitchen: Where healthy eating begins,$29.00,,https://www.amazon.com/dp/1941919081?lv=shuf&channelId=500&plpRedirect=mhFallback,,,,,,,Write Patch Incorporated,,,,,,,,,,,1
983,9781041006374,Anti–Racist Practices in K–12 Schools and Systems,$28.49,,,,,,,,,Routledge India,,,,,,,,,,,23
1854,9788410819436,Guía de estilo para redactar informes sociales,$28.00,,https://www.abebooks.co.uk/GUIA-ESTILO-REDACTAR-INFORMES-SOCIALES-CORTES/32466021087/bd,,,,,,,Tirant Humanidades,,,,,,,,,,,2
237,9781923484566,Made in China? The Future of the Global Car,$28.00,,,,,,,,,Independently Published,,,,,,,,,,,145
1612,9783756292462,"Forumsbeiträge B2 Prüfungstraining mit Schablonen: Deutsch-Test für den Beruf 15 Themen, 10 Schablonen & 15 Lösungen (German Edition)",$28.00,,,,,,,,,Bod - Books on Demand,,,,,,,,,,,3
2540,9783851612967,Beim Rochusmarkt.: Vom Langhaus zum Postamt in 7000 Jahren,$28.00,,,,,,,,,(unknown),,,,,,,,,,,
157,9798284004791,101 Business Ideas For Kids: Start Your Own Business: Kids Edition (Young Founder Series),$27.84,,https://www.amazon.com/101-Business-Ideas-Kids-Entrepreneurship/dp/B0GSZYCHDX/ref=tmm_pap_swatch_0,,,,,,,Independently Published,,,,,,,,,,,145
339,9798232841584,The Glial Revolutionary: Ben Barres,$27.84,,https://www.amazon.co.uk/Glial-Revolutionary-Ben-Barres/dp/B0GL3JFF9X,,,,,,,Michael Webster,,,,,,,,,,,78
2431,9788126514946,"Fieser and Fieser's Reagents for Organic Synthesis, Volume 3",$27.84,,https://www.abebooks.com/9780471258797/Volume-Fiesers-Reagents-Organic-Synthesis-0471258792/plp,,,,,,,Wiley-Interscience,,,,,,,,,,,1
211,9798248371037,Holding the Line: A Practical Guide to Being a Behavioral Health Technician in Addiction Treatment,$27.84,,,,,,,,,Independently Published,,,,,,,,,,,145
221,9798287069575,LEED Sustainability Fundamentals for Commercial Buildings: A Comprehensive Guide,$27.84,,,,,,,,,Independently Published,,,,,,,,,,,145
234,9798248422890,Lord James (Edenbridge to Bath),$27.84,,,,,,,,,Independently Published,,,,,,,,,,,145
266,9798266926516,Szkoła Językowa: Sprachniveau A1 und A2 Polnisch-Deutsch (Gestufte Polnische Lesebücher) (German Edition),$27.84,,,,,,,,,Independently Published,,,,,,,,,,,145
302,9798233475696,A Life in Stone: Florence Bascom,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
307,9798233339783,Master of the Integers: S. S. Pillai,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
312,9798233257377,Petitioner for the People: Frank Kameny,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
323,9798233828805,The Architect of the Athenian Empire: Themistocles,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
328,9798233139192,The Boy Who Painted with Electrons: Philo T. Farnsworth,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
344,9798233165528,The Iron Lady of the Woods: Rosalie Edge,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
353,9798233466649,The Man Who Named the World: Carl Linnaeus,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
366,9798233494123,The Right to Ride: Elizabeth Jennings Graham,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
373,9798233713491,The Tale of the World's First Novelist: Murasaki Shikibu,$27.84,,,,,,,,,Michael Webster,,,,,,,,,,,78
1299,9798232004811,"Amanda Lear, l'ironie sur talons auguilles (French Edition)",$27.84,,,,,,,,,Cosmo Edition,,,,,,,,,,,11
1308,9798232453749,Les Fantômes de Kyoto (roman) (French Edition),$27.84,,,,,,,,,Cosmo Edition,,,,,,,,,,,11
1894,9798233355127,Before the Hurricane,$27.84,,,,,,,,,Amelie Vesper,,,,,,,,,,,1
2040,9788417150464,La Senyora Sunflower i altres històries,$27.84,,,,,,,,,EDICIONES WANAFRICA,,,,,,,,,,,1
2649,9798248613380,EL EXPEDIENTE DE LA MANCHA (COLECCIÓN IMPERIALIA — MENTES Y REALIDAD) (Spanish Edition),$27.84,,,,,,,,,(unknown),,,,,,,,,,,
2747,9798278388289,Hong Kong Rising,$27.84,,,,,,,,,(unknown),,,,,,,,,,,
2836,9798250370707,"MIDDLE EAST ON FIRE: The Untold Story of Hostage Crises, Proxy Militias, and the Escalating U.S.–Israel–Iran Rivalry",$27.84,,,,,,,,,(unknown),,,,,,,,,,,
3146,9798257193644,"The Native American Tribes: The True Stories of the Lakota, Cheyenne,and Comanche- Warrior Nations America Tried to Silence Forever",$27.84,,,,,,,,,(unknown),,,,,,,,,,,
3158,9798255326846,The Silent Codebreakers: How Britain’s Secret War Helped Defeat Nazi Germany,$27.84,,,,,,,,,(unknown),,,,,,,,,,,
3237,9798246689677,pedagogia dinamica: un manual para maestros que transforman vidas (Spanish Edition),$27.84,,,,,,,,,(unknown),,,,,,,,,,,
2016,9781418037789,Motor Carrier Security Training: Student Workbook,$27.16,,,,,,,,,Delmar Cengage Learning,,,,,,,,,,,1
203,9798901940266,Ford: The Company That Put the World on Wheels (Complete Histories of the World's Car Makers),$27.00,,,,,,,,,Independently Published,,,,,,,,,,,145
2007,9781915145086,The Bread Machine Cookbook: +100 Hands-Off Recipes for Perfect Homemade Bread Unlock the Full Potential Of Your Bread Machine.,$27.00,,,,,,,,,Cristiano Paolini,,,,,,,,,,,1
2535,9780536689511,Basic Mathematics,$27.00,,,,,,,,,(unknown),,,,,,,,,,,
3082,9781484252741,TEXT ANALYTICS WITH PYTHON: A PRACTITIONER'S GUIDE TO NATURAL LANGUAGE PROCESSING [Paperback] Sarkar,$26.64,,,,,,,,,(unknown),,,,,,,,,,,
363,9798224186938,The Prometheus of Steam: Richard Trevithick,$26.52,,https://www.amazon.co.uk/Prometheus-Steam-Richard-Trevithick/dp/B0GL38C1TG,,,,,,,Michael Webster,,,,,,,,,,,78
2154,9789956554812,Les éclairs (French Edition),$26.52,,https://www.abebooks.co.uk/9789956554812/%C3%A9clairs-Ndi-Bill-F-9956554812/plp,,,,,,,Langaa RPCIG,,,,,,,,,,,1
179,9798255122981,"Beyond the Burj: Navigating Ambition, Identity, and Opportunity in Dubai",$26.52,,,,,,,,,Independently Published,,,,,,,,,,,145
238,9798257713682,Marketing Is Mind Control: Break the Spell. Build with Truth. (The Facet Method),$26.52,,,,,,,,,Independently Published,,,,,,,,,,,145
285,9798248040018,"The Online Casino Architect: The Insider Guide to Casino Platform Success (Casino Games Decoded. Understanding the Math, Risk, and Design Behind Gambling Systems)",$26.52,,,,,,,,,Independently Published,,,,,,,,,,,145
295,9798246711019,Understanding Disability Barriers & Solutions: From Childhood to the Workforce,$26.52,,,,,,,,,Independently Published,,,,,,,,,,,145
304,9798233746871,Efficiency and Empathy: Lillian Gilbreth,$26.52,,,,,,,,,Michael Webster,,,,,,,,,,,78
305,9798232466619,From Dundee to the Stars: Williamina Fleming,$26.52,,,,,,,,,Michael Webster,,,,,,,,,,,78
306,9798233186073,Hypatia of Alexandria: The Last Scholar of the Ancient World,$26.52,,,,,,,,,Michael Webster,,,,,,,,,,,78
311,9798233645624,Overthrowing the Ancients: Ibn al-Nafis,$26.52,,,,,,,,,Michael Webster,,,,,,,,,,,78
313,9798232207113,"Queen Bess, The Sky's First Lady: Bessie Coleman",$26.52,,,,,,,,,Michael Webster,,,,,,,,,,,78
